"word","n"
"seagulls",1
"seamlessly",1
"sean",1
"seasonal",1
"seattlewegotthis",1
"sec",1
"secretary",1
"secretly",1
"secure",1
"securing",1
"securities",1
"sedate",1
"seea",1
"seed",1
"seein",1
"seek",1
"seeks",1
"sef",1
"seguiré",1
"seige",1
"selected",1
"selenium",1
"seleniumfull",1
"selfassembled",1
"selfcarantine",1
"selfcare",1
"selfcheckout",1
"selfevaluate",1
"selfhelp",1
"selfimposing",1
"selfishasshole",1
"selfisol",1
"selflessly",1
"selfquarantined",1
"selfserve",1
"selloffs",1
"semblance",1
"semua",1
"senior",1
"sensibly",1
"separate",1
"seperate",1
"sephora",1
"septa",1
"sequencing",1
"sequesteredthoughts",1
"ser",1
"seria",1
"serverlife",1
"servers",1
"serviceonline",1
"setup",1
"severity",1
"sex",1
"sgr",1
"shafted",1
"sham",1
"shamed",1
"shameonyou",1
"shametheflames",1
"shape",1
"shareholders",1
"sharemarket",1
"sharplyfuelled",1
"shattered",1
"shauk",1
"shave",1
"shea",1
"shed",1
"sheer",1
"sheet",1
"sheffield",1
"shelterinplace",1
"shelveshave",1
"shelveswhere",1
"shenzhen",1
"shepard",1
"sheriffs",1
"sherman",1
"sherway",1
"shield",1
"shiiiiiiit",1
"shiiit",1
"shikenan",1
"shill",1
"shin",1
"shine",1
"shining",1
"shipped",1
"shippingcontainers",1
"shippingfromindia",1
"shit's",1
"shitehawks",1
"shitload",1
"shitter",1
"shittheoldmansays",1
"shock",1
"shook",1
"shootings",1
"shopampdrive",1
"shopbought",1
"shopdisney",1
"shopee",1
"shopfromhome",1
"shoping",1
"shopnow",1
"shoponline",1
"shoppanic",1
"shoppingdelivery",1
"shoppingdining",1
"shoppingismycardio",1
"shoppingpanic",1
"shopsbusiness",1
"shopsmallbusiness",1
"shopsmarternotharder",1
"shopstore",1
"shoptilyoucough",1
"shopwithyourheart",1
"shoreditch",1
"shores",1
"shortagesall",1
"shortagesprice",1
"shortagestop",1
"shortcuts",1
"shortens",1
"shorterterm",1
"shortest",1
"shortfall",1
"shortlived",1
"shortness",1
"shortterm",1
"shots",1
"shoulda",1
"shoulder",1
"shouldve",1
"shouting",1
"shower",1
"showsmovies",1
"shredded",1
"shrug",1
"sht",1
"shunned",1
"shutdownnyc",1
"shuttered",1
"shuttering",1
"shutters",1
"si",1
"sic",1
"sickening",1
"sicknesses",1
"sickworkersstayhome",1
"sid",1
"siempre",1
"siezed",1
"sigh",1
"sighted",1
"signage",1
"signalled",1
"signed",1
"signup",1
"sijaambiwa",1
"silly",1
"silverlining",1
"silverware",1
"simpler",1
"simplest",1
"simplestep",1
"sing",1
"sinha",1
"sink",1
"sinners",1
"sip",1
"sipping",1
"sirius",1
"sirpatrickvallance",1
"sissies",1
"sitara",1
"sixfold",1
"sixmilebridge",1
"sized",1
"skating",1
"sketch",1
"skincare",1
"skipped",1
"skynet",1
"skype",1
"skyrocketed",1
"slapping",1
"slashed",1
"slashes",1
"slayer",1
"sleazy",1
"sleepy",1
"sleight",1
"slick",1
"slight",1
"slightly",1
"slim",1
"slipping",1
"slowed",1
"slower",1
"slows",1
"slowstop",1
"sluggish",1
"slump",1
"slv",1
"smackdown",1
"smallbiz",1
"smallbusinesses",1
"smallbusinesssaturday",1
"smallbusinesssupport",1
"smarter",1
"smartest",1
"smartfoodservice",1
"smartnews",1
"smartphones",1
"smdh",1
"sme",1
"smell",1
"smhsanitize",1
"smiled",1
"smokers",1
"smoothies",1
"smqchina",1
"snackable",1
"snapchat",1
"snapped",1
"sneezes",1
"snell",1
"snickers",1
"sniffling",1
"snowden",1
"snowice",1
"snowstorm",1
"snuggled",1
"soapandwater",1
"soapfooddiaperstp",1
"soapsanitizer",1
"soar",1
"sobeys",1
"socal",1
"socialdistancingnow",1
"socialinequality",1
"socialismfortherich",1
"socialize",1
"societal",1
"socioeconomic",1
"sociology",1
"sociopath",1
"sockfetish",1
"sockfetishsocks",1
"sodas",1
"sofia",1
"soft",1
"solace",1
"soluble",1
"solved",1
"somber",1
"someones",1
"somethings",1
"song",1
"songs",1
"sooner",1
"sooo",1
"soooo",1
"soooooo",1
"sooth",1
"soothe",1
"sothanks",1
"sothese",1
"soul",1
"sounded",1
"sounder",1
"sounding",1
"soups",1
"southbay",1
"southend",1
"southerners",1
"southies",1
"southkorea",1
"southwales",1
"soy",1
"sp",1
"sp500",1
"spaghettios",1
"spanishnationalanthem",1
"spark",1
"sparkes",1
"sparking",1
"sparkling",1
"spawn",1
"speads",1
"speakers",1
"speaks",1
"specialised",1
"specially",1
"specialties",1
"spectre",1
"speculation",1
"speculative",1
"spend1000",1
"spg",1
"sphere",1
"spheres",1
"spice",1
"spicesturmeric",1
"spiked",1
"spiking",1
"spinal",1
"spine",1
"spinning",1
"spins",1
"spite",1
"spleen",1
"split",1
"splitting",1
"spoil",1
"spoiled",1
"spoon",1
"spoonie",1
"sportsconcertscolleges",1
"sportsmans",1
"spotify",1
"spotlightbeijing",1
"spots",1
"spraying",1
"sprays",1
"spread'll",1
"spreadensuing",1
"spreehaircut",1
"springbreak",1
"springbreak2020",1
"springclean",1
"springs",1
"spritzed",1
"sprott",1
"spuds",1
"sputtering",1
"spy",1
"squares",1
"squawk",1
"squirt",1
"srilankans",1
"srinagar",1
"sripetaling",1
"srps",1
"ssgtcain",1
"sta",1
"stab",1
"stabbing",1
"stabilize",1
"stablegenius",1
"stack",1
"stacked",1
"stacking",1
"staffing",1
"staffingsta",1
"staffs",1
"staged",1
"staggering",1
"stagnant",1
"stainless",1
"stake",1
"stalk",1
"stam",1
"stampeding",1
"stampsamp",1
"standard",1
"standards",1
"stands",1
"standup",1
"staple",1
"stare",1
"stares",1
"staring",1
"startups",1
"stashbut",1
"state's",1
"statelocal",1
"statements",1
"staten",1
"stating",1
"statista",1
"statistieken",1
"staycalm",1
"staycation",1
"stayhom",1
"stayinside",1
"staykind",1
"staysafeph",1
"staystrong",1
"staywoke",1
"steakhouse",1
"steakroasts",1
"steel",1
"steeped",1
"steering",1
"stem",1
"stepbystep",1
"stereotyped",1
"steve",1
"stevens",1
"stewardess",1
"stfu",1
"stgallen",1
"sticker",1
"stickers",1
"stilldunno",1
"stimulate",1
"stimuluspackage",1
"stirs",1
"sto",1
"stockholm",1
"stocki",1
"stockmarketcrash",1
"stockmarkets",1
"stockphoto",1
"stockphotography",1
"stockpiled",1
"stockpilingtwats",1
"stockstowatch",1
"stockx",1
"stole",1
"stolen",1
"stoneybatter",1
"stonks",1
"stopcriminals",1
"stopfreekingout",1
"stoppanicking",1
"stoppit",1
"stops",1
"storable",1
"storebecause",1
"storebrands",1
"stored",1
"storefood",1
"storefront",1
"storehours",1
"storei",1
"storeour",1
"storeout",1
"storepeople",1
"storeretail",1
"storesclosure",1
"storeso",1
"storesonestop",1
"storetours",1
"stpatricks",1
"stranded",1
"strangely",1
"stranger",1
"stranger's",1
"strangers",1
"strangled",1
"strapped",1
"strapping",1
"strategic",1
"strategicpetroleumreserve",1
"strategies",1
"straw",1
"streetscoronapocalypse",1
"strengthened",1
"strenuous",1
"stresses",1
"stressing",1
"stressshopping",1
"stretches",1
"strictest",1
"striking",1
"strip",1
"stronger",1
"strongest",1
"struck",1
"stubborn",1
"stubhub",1
"studentdebt",1
"studied",1
"studies",1
"studios",1
"studying",1
"studyjob",1
"stuffing",1
"stunt",1
"stupidfuckinpeople",1
"su",1
"subject",1
"submission",1
"submits",1
"subramanian",1
"subscribed",1
"subscribers",1
"subsequent",1
"subsequently",1
"subsides",1
"subsist",1
"substantial",1
"substituted",1
"substitutesamp",1
"substrate",1
"subtype",1
"suburban",1
"suburbs",1
"succeed",1
"successes",1
"succumb",1
"sue",1
"sues",1
"suffered",1
"sufficiency",1
"sugar",1
"sugardaddyserious",1
"sugars",1
"suggested",1
"suggests",1
"suggs",1
"suing",1
"suit",1
"suitable",1
"suitcase",1
"suited",1
"suleri",1
"sulphur",1
"sum",1
"summarized",1
"sun",1
"sunchips",1
"sundaymonday",1
"sundaymorning",1
"sunset",1
"sunsetnorthcarwash",1
"sunshine",1
"sunww",1
"superb",1
"superior",1
"supermarkes",1
"supermarketor",1
"supermarketpeople",1
"supermarketpharmacy",1
"supermarketrestaurant",1
"supermarketss",1
"supermarketwe",1
"supermarkety",1
"supermercado",1
"superstorm",1
"supertuesday",1
"supertuesdsy",1
"supervise",1
"supple",1
"supplement",1
"supples",1
"supplier",1
"supplieswherethesoap",1
"supplyanddemand",1
"supplydemand",1
"supplypublic",1
"supplytransport",1
"suppo",1
"supportlocal",1
"supposedly",1
"suppplies",1
"supramolecular",1
"supreme",1
"surface",1
"surfer",1
"surgicalmask",1
"surivive",1
"surprise",1
"surprisingly",1
"surrey",1
"surrounded",1
"surroundings",1
"survivalfood",1
"survivalkits",1
"survivor",1
"suspensions",1
"suspicion",1
"sustain",1
"sustainability",1
"sustaining",1
"svp",1
"swabbed",1
"swabs",1
"swamped",1
"swamy",1
"swap",1
"swarmed",1
"swarms",1
"swearing",1
"sweater",1
"sweaters",1
"sweatgerms",1
"sweating",1
"sweeps",1
"sweetie",1
"swifter",1
"swimming",1
"swoop",1
"swt",1
"swung",1
"sxsw",1
"sydney",1
"symbol",1
"symptom",1
"symptomatic",1
"symptomsi",1
"syndrome",1
"syphilis",1
"syrians",1
"szn",1
"ta",1
"tabletonline",1
"tablets",1
"tabligh",1
"tacoma",1
"tactics",1
"tadipaar",1
"tagged",1
"taguig",1
"takeaway",1
"takeaways",1
"tale",1
"talented",1
"tales",1
"talkin",1
"tamak",1
"tampa",1
"tamronhallshow",1
"tangible",1
"tank",1
"tanking",1
"tanto",1
"targeted",1
"targets",1
"tariff",1
"tariffs",1
"tasks",1
"tastiest",1
"tasting",1
"tastings",1
"tata",1
"tattoo",1
"taxed",1
"taxesduties",1
"taxpayer",1
"tbe",1
"tcfd",1
"teaching",1
"teala",1
"teamangelsoft",1
"tears",1
"technologythis",1
"teddy",1
"teenage",1
"tefap",1
"tehran",1
"telangana",1
"telecommunication",1
"telecommute",1
"teleconferencing",1
"telemedicine",1
"teleprompter",1
"teles",1
"televangelist",1
"television",1
"tellin",1
"telly",1
"temp",1
"temperatures",1
"tempers",1
"temporality",1
"temps",1
"tempted",1
"tempting",1
"tendency",1
"tender",1
"tending",1
"tengo",1
"tens",1
"tensions",1
"terminals",1
"terminators",1
"terribly",1
"terrified",1
"territories",1
"tersebar",1
"tether",1
"texansfortexans",1
"text",1
"textbook",1
"texted",1
"texts",1
"tezos",1
"tfuck",1
"tfw",1
"tgt",1
"thankagrocer",1
"thankgodihavetoiletpaper",1
"thanking",1
"that'll",1
"thateven",1
"thatll",1
"thatswhack",1
"thb",1
"thc",1
"theater",1
"theatergoing",1
"theatre",1
"theatrical",1
"theatrics",1
"theboydonegood",1
"thecoronavirus",1
"thedivision",1
"thefoodprogramme",1
"theft",1
"thegreatawakening",1
"thei",1
"themagicians",1
"themoreyouknow",1
"theo",1
"theory",1
"theplague",1
"therapistsocial",1
"theresa",1
"therightcoffee",1
"thermometers",1
"thespotsgettinghot",1
"thestruggleisreal",1
"theur",1
"thewalkingdeadiscoming",1
"thieves",1
"thingsloading",1
"thingsthe",1
"thinkaboutit",1
"thinkofeveryone",1
"thirsty",1
"thisas",1
"thisisnotarmageddon",1
"thomas",1
"thordarson",1
"thoughtleader",1
"thoughtoftheday",1
"thoughtsfromthecenter",1
"thre",1
"threatened",1
"threats",1
"thrilled",1
"throng",1
"thrus",1
"thrust",1
"thursdayvibes",1
"ticket2me",1
"tighter",1
"tightly",1
"tim",1
"time4",1
"timed",1
"timeline",1
"timeoff",1
"timingadventures",1
"tinge",1
"tiolet",1
"tipsguidelines",1
"tis",1
"title",1
"titled",1
"tix",1
"tldr",1
"tlna",1
"tobacconists",1
"todate",1
"todayas",1
"todayhe",1
"todayinwashington",1
"toddler",1
"togetherwearebulletproof",1
"togo",1
"toh",1
"toiket",1
"toiletpaperplauge",1
"toiletpapershortage",1
"toiletpapier",1
"toiletry",1
"toilets",1
"token",1
"tokenization",1
"tokyo",1
"tolerated",1
"tolietpapercrisis",1
"tomclancy",1
"tomhanks",1
"tommorow",1
"tompkinscountyny",1
"tonight's",1
"tonights",1
"tonighttomorrow",1
"tonightvmtv",1
"tonns",1
"tools",1
"toothbrushes",1
"topbuzz",1
"topcashback",1
"topgolf",1
"topic",1
"topics",1
"topped",1
"tops",1
"torbay",1
"tories",1
"torn",1
"tornado",1
"torontostar",1
"torontovancouver",1
"tostitos",1
"tottenham",1
"touches",1
"touchpoints",1
"touchy",1
"toughen",1
"tougher",1
"touting",1
"touts",1
"towerhamlets",1
"toxic",1
"toxins",1
"tpapocalypse",1
"tpfoodtheraflu",1
"tpformybunghole",1
"tpgate",1
"tracked",1
"tracker",1
"tract",1
"traders",1
"tradeshow",1
"tragedy",1
"trailers",1
"trainees",1
"trainer",1
"trainers",1
"tram",1
"trans",1
"transcrowdfund",1
"transferred",1
"transfers",1
"transformation",1
"transgender",1
"transgener",1
"translates",1
"transmittable",1
"transmitting",1
"transparency",1
"transpo",1
"transporthealthcare",1
"trapped",1
"traurig",1
"traveler's",1
"travelling",1
"traveltourism",1
"travelzoo",1
"treadmills",1
"treatcure",1
"treated",1
"treatments",1
"trebled",1
"tree",1
"tremendously",1
"trendseveryoneistalking",1
"trendy",1
"treviso",1
"trevor",1
"tribute",1
"tricks",1
"triggering",1
"trilion",1
"triple",1
"tripping",1
"trishreg",1
"trivial",1
"trmp",1
"trolley's",1
"trolling",1
"trollingforgood",1
"trolls",1
"trouble",1
"troubles",1
"truck's",1
"truckloads",1
"trump2020landslide",1
"trumpamp",1
"trumpcrash",1
"trumpet",1
"trumpisafuckingidiot",1
"trumpisamoron",1
"trumpisanidiot",1
"trumpistheworstpresidentever",1
"trumppresser",1
"trumpresign",1
"trumpspeech",1
"trumptrain",1
"trusteddata",1
"trusting",1
"trvling",1
"trx",1
"tsla",1
"tt",1
"tti",1
"tu",1
"tube",1
"tuition",1
"tulkoff",1
"tum",1
"tumble",1
"tunisia",1
"turd",1
"turkay",1
"turkeyed",1
"turkish",1
"tutapatana",1
"tvirus",1
"tvs",1
"twat",1
"twenty",1
"twist",1
"twists",1
"twitterers",1
"twitteroftime",1
"twix",1
"tx",1
"txnid093bd1db0c0d3a62af15883138a5f57d4cef35ae14e31e602b74489dd2524c7f",1
"types",1
"typist",1
"tyrant",1
"tystaketoday",1
"ubertaxi",1
"ubid",1
"ubiquitous",1
"ubos",1
"ucla",1
"ucsfberkeley",1
"ug",1
"ugly",1
"uhmm",1
"uhoh",1
"ui",1
"uie",1
"ukraine",1
"uks",1
"ul",1
"ulta",1
"ultimate",1
"ultimately",1
"ultimatepoolservice",1
"ultraviolet",1
"ummthanks",1
"umpteen",1
"unacceptable",1
"unaffected",1
"unapproved",1
"unaware",1
"unbelievably",1
"unbothered",1
"uncalled",1
"unchanged",1
"unchartered",1
"uncle",1
"unclear",1
"unconcerned",1
"unconditional",1
"uncovered",1
"uncut",1
"underground",1
"underinsured",1
"underneath",1
"understandable",1
"understandably",1
"underwear",1
"undiluted",1
"unease",1
"uneducated",1
"unelected",1
"unemployed",1
"unexpected",1
"unfair",1
"unfold",1
"unfolding",1
"unforeseeable",1
"unfortunate",1
"unfriendly",1
"uni",1
"unibailrodamcowestfield",1
"unicorn",1
"unifiedcommerce",1
"unilaterally",1
"unilever",1
"unintentionally",1
"uninterrupted",1
"uniqlo",1
"unite",1
"unitedkingdom",1
"units",1
"univ",1
"universities",1
"unleaded",1
"unleashes",1
"unmatched",1
"unnecessarily",1
"unopened",1
"unorthodox",1
"unprepared",1
"unpreparedness",1
"unreasonably",1
"unreliable",1
"unscathed",1
"unsuccessfully",1
"unsurprisingly",1
"untill",1
"untold",1
"untouched",1
"untreatable",1
"unusual",1
"unverified",1
"unwarranted",1
"unwell",1
"unwilling",1
"uo",1
"uom",1
"upgrade",1
"uplifting",1
"uploaded",1
"upped",1
"upping",1
"uppsala",1
"upset",1
"upshot",1
"urbn",1
"urself",1
"usda",1
"useby",1
"uselections2020",1
"usgdp",1
"usin",1
"ussanctions",1
"utah",1
"utility",1
"utilizing",1
"utmost",1
"uv",1
"uvxy",1
"va's",1
"va07",1
"vacant",1
"vaccination",1
"vacías",1
"valenzuela",1
"valhalla",1
"valid",1
"values",1
"van",1
"vanakkam",1
"vanier",1
"vanity",1
"vans",1
"varieties",1
"vastly",1
"vcs",1
"veal",1
"vech",1
"vectors",1
"vegans",1
"vegas",1
"vegetablesgt",1
"vegetarians",1
"vegies",1
"vehicle",1
"venezuelan",1
"ventilators",1
"venue",1
"verbal",1
"verdict",1
"verlässt",1
"vermont",1
"veronica",1
"versions",1
"veterans",1
"vets",1
"vials",1
"vibe",1
"vibrators",1
"vic",1
"victim",1
"victims",1
"victoria",1
"victorian",1
"victorias",1
"videogames",1
"vietnam",1
"viewers",1
"viking",1
"vile",1
"vineyard",1
"violations",1
"virgins",1
"virologist",1
"viruscontainment",1
"viruscoronavirus",1
"virusfree",1
"visa",1
"visible",1
"vision",1
"visitation",1
"visited",1
"visitors",1
"vistamalls",1
"visuals",1
"vit",1
"vitalfoodsupplies",1
"vitaminc",1
"viva",1
"vivaalcaladehenares",1
"vivaespaña",1
"vivamadrid",1
"vix",1
"vladars",1
"vlog",1
"vloggerfulltime",1
"vlády",1
"vogue",1
"voices",1
"void",1
"voila",1
"volatile",1
"volatility",1
"voldemort",1
"volumes",1
"voluntary",1
"vostra",1
"vt",1
"vulnerabilities",1
"vunerable",1
"vykoupit",1
"vía",1
"wackos",1
"wadded",1
"wadjustable",1
"waffle",1
"wag",1
"wagehourly",1
"wagon",1
"waiters",1
"waiterwaitress",1
"waitijs",1
"waitress",1
"waitrose",1
"waits",1
"waives",1
"wala",1
"wales",1
"walgreens",1
"walks",1
"wallace",1
"wallbridge",1
"wallet",1
"walls",1
"wallstreet",1
"walmartnot",1
"walmarttarget",1
"walter",1
"walton",1
"wander",1
"wandering",1
"wanker",1
"wankers",1
"wankpuffins",1
"warby",1
"ward",1
"warm",1
"warmupcomedian",1
"warn",1
"warriors",1
"wary",1
"washed",1
"washes",1
"washinghands",1
"washingtonians",1
"washmyhands",1
"washyourbum",1
"washyourhandstiltheyreclean",1
"wastage",1
"wasted",1
"watchin",1
"waterbut",1
"watermelon",1
"wavy",1
"wax",1
"waycarefully",1
"wba",1
"weakend",1
"weakest",1
"weaknesses",1
"weapons",1
"weareheretohelp",1
"weareinthistogether",1
"wearers",1
"webchecin",1
"webpage",1
"wedged",1
"wednesdaythoughts",1
"wedonothavetoiletpaper",1
"week's",1
"weekday",1
"weeki",1
"weekplease",1
"weeksmonths",1
"weho",1
"weighing",1
"weighs",1
"weirdos",1
"wel",1
"welch's",1
"welldone",1
"wellington",1
"wellknown",1
"wellstocked",1
"wellstones",1
"wendouree",1
"wept",1
"wereallgonnadie",1
"werelicking",1
"werent",1
"werescrewed",1
"westdorset",1
"western",1
"westfield",1
"weston",1
"wetrynnasaveyall",1
"wetwipe",1
"wevery",1
"wh",1
"whand",1
"whatdivoc",1
"whateverhappens",1
"whatmeworry",1
"whatsreallygoingon",1
"whatsyourplanjoe",1
"wheel",1
"wheels",1
"whereami",1
"wherearethetes",1
"whereghanaeats",1
"wheres",1
"whispers",1
"whistler",1
"whistles",1
"whitaker",1
"whith",1
"who'd",1
"who've",1
"wholeheartedly",1
"wholesaler",1
"wholewheat",1
"wholl",1
"wide",1
"widely",1
"wider",1
"wifi",1
"wigan",1
"wii",1
"wil",1
"wild",1
"wilderness",1
"wildn",1
"wilds",1
"william",1
"williams",1
"wimpy",1
"wind",1
"windfall",1
"windsor",1
"windsorbrokers",1
"winfrey",1
"wing",1
"wings",1
"winner",1
"winnipeg",1
"wins",1
"winwin",1
"wipemedown",1
"wipescoronavirus",1
"wipesliquid",1
"wipeswe",1
"wirelessly",1
"wisely",1
"wiser",1
"wishes",1
"wishful",1
"wit",1
"witch",1
"with'em",1
"with5or6stallsamp20ft",1
"withdrawal",1
"wither",1
"witness",1
"wits",1
"wizo",1
"wjhl",1
"wld",1
"womans",1
"wondercon",1
"wonders",1
"wondrous",1
"wongoing",1
"woo",1
"wooden",1
"woodmans",1
"woody",1
"woord",1
"workersems",1
"workersfirst",1
"workflow",1
"workgivevoteblue",1
"workhwvr",1
"workingfromhome",1
"workload",1
"workout",1
"worldend",1
"worldhasgonemad",1
"worldsleepday",1
"worri",1
"worrisome",1
"worseidk",1
"worsens",1
"worststock",1
"wout",1
"wquestions",1
"wraps",1
"wreaking",1
"wreaks",1
"wreck",1
"writer",1
"writers",1
"writing",1
"writingcommunity",1
"written",1
"writting",1
"wsevera",1
"wspa7",1
"wthe",1
"wtheir",1
"ww2",1
"wwhats",1
"wyandotte",1
"wynne",1
"x100v",1
"xair",1
"xbox",1
"xboxone",1
"xboxsx",1
"xd",1
"xi",1
"xiaozhan",1
"xle",1
"xlm",1
"xmas",1
"xoxo",1
"xt4",1
"xtra",1
"xtz",1
"xyz",1
"y2k",1
"y3n",1
"yapping",1
"yard",1
"ye",1
"year's",1
"yeezus",1
"yeg",1
"yelled",1
"yellow",1
"yells",1
"yendo",1
"yesbank",1
"yesterdays",1
"yh",1
"yibo",1
"yield",1
"yields",1
"yll",1
"yn",1
"yoself",1
"youngerhealthy",1
"yourenotdying",1
"youself",1
"youth",1
"youthministry",1
"youthwithyouep02",1
"youtubechannel",1
"youtuber",1
"youtubesubscribers",1
"yoy",1
"yqr",1
"yr",1
"yrs",1
"yzf",1
"zachary",1
"zealand",1
"zehrs",1
"zeke",1
"zen",1
"zimbabweans",1
"zionist",1
"ziploc",1
"zirnelle",1
"zombieland",1
"zoo",1
"zoom",1
"zsl",1
"zásobovány",1
"zásoby",1
"zástupce",1
